Date;Price;;;;;;;;
27/12/2019;18.8316;;;;;;;;
30/12/2019;18.923;;;;;;;;
31/12/2019;18.925;;;;;;;;
1/1/2020;18.925;;;;;;;;
2/1/2020;18.832;;;;;;;;
3/1/2020;18.917;;;;;;;;
6/1/2020;18.837;;;;;;;;
7/1/2020;18.898;;;;;;;;
8/1/2020;18.808;;;;;;;;
9/1/2020;18.832;;;;;;;;
10/1/2020;18.781;;;;;;;;
13/1/2020;18.7931;;;;;;;;
14/1/2020;18.7753;;;;;;;;
15/1/2020;18.7831;;;;;;;;
16/1/2020;18.7722;;;;;;;;
17/1/2020;18.6549;;;;;;;;
20/1/2020;18.6586;;;;;;;;
21/1/2020;18.7625;;;;;;;;
22/1/2020;18.6807;;;;;;;;
23/1/2020;18.757;;;;;;;;
24/1/2020;18.79;;;;;;;;
27/1/2020;18.905;;;;;;;;
28/1/2020;18.7155;;;;;;;;
29/1/2020;18.6915;;;;;;;;
30/1/2020;18.7726;;;;;;;;
31/1/2020;18.8353;;;;;;;;
3/2/2020;18.809;;;;;;;;
4/2/2020;18.658;;;;;;;;
5/2/2020;18.591;;;;;;;;
6/2/2020;18.6542;;;;;;;;
7/2/2020;18.7608;;;;;;;;
10/2/2020;18.6972;;;;;;;;
11/2/2020;18.6544;;;;;;;;
12/2/2020;18.6123;;;;;;;;
13/2/2020;18.59;;;;;;;;
14/2/2020;18.5334;;;;;;;;
17/2/2020;18.548;;;;;;;;
18/2/2020;18.5872;;;;;;;;
19/2/2020;18.5585;;;;;;;;
20/2/2020;18.827;;;;;;;;
21/2/2020;18.8949;;;;;;;;
24/2/2020;19.0599;;;;;;;;
25/2/2020;19.08;;;;;;;;
26/2/2020;19.282;;;;;;;;
27/2/2020;19.508;;;;;;;;
28/2/2020;19.611;;;;;;;;
2/3/2020;19.4;;;;;;;;
3/3/2020;19.448;;;;;;;;
4/3/2020;19.5289;;;;;;;;
5/3/2020;19.8445;;;;;;;;
6/3/2020;20.1024;;;;;;;;
9/3/2020;20.784;;;;;;;;
10/3/2020;20.8435;;;;;;;;
11/3/2020;21.3805;;;;;;;;
12/3/2020;21.901;;;;;;;;
13/3/2020;21.902;;;;;;;;
16/3/2020;22.85;;;;;;;;
17/3/2020;22.9367;;;;;;;;
18/3/2020;23.7064;;;;;;;;
19/3/2020;24.0225;;;;;;;;
20/3/2020;24.4215;;;;;;;;
23/3/2020;25.338;;;;;;;;
24/3/2020;24.827;;;;;;;;
25/3/2020;23.931;;;;;;;;
26/3/2020;22.93;;;;;;;;
27/3/2020;23.301;;;;;;;;
30/3/2020;23.788;;;;;;;;
31/3/2020;23.714;;;;;;;;
1/4/2020;24.201;;;;;;;;
2/4/2020;24.221;;;;;;;;
3/4/2020;24.961;;;;;;;;
6/4/2020;24.6266;;;;;;;;
7/4/2020;24.295;;;;;;;;
8/4/2020;24.0075;;;;;;;;
9/4/2020;23.56;;;;;;;;
10/4/2020;23.33;;;;;;;;
13/4/2020;23.586;;;;;;;;
14/4/2020;23.37;;;;;;;;
15/4/2020;23.974;;;;;;;;
16/4/2020;24.001;;;;;;;;
17/4/2020;23.671;;;;;;;;
20/4/2020;24.038;;;;;;;;
21/4/2020;24.393;;;;;;;;
22/4/2020;24.467;;;;;;;;
23/4/2020;24.806;;;;;;;;
24/4/2020;24.949;;;;;;;;
27/4/2020;24.6759;;;;;;;;
28/4/2020;24.271;;;;;;;;
29/4/2020;23.738;;;;;;;;
30/4/2020;24.151;;;;;;;;
1/5/2020;24.5681;;;;;;;;
4/5/2020;24.06;;;;;;;;
5/5/2020;23.986;;;;;;;;
6/5/2020;24.353;;;;;;;;
7/5/2020;24.031;;;;;;;;
8/5/2020;23.621;;;;;;;;
11/5/2020;23.921;;;;;;;;
12/5/2020;24.355;;;;;;;;
13/5/2020;24.2009;;;;;;;;
14/5/2020;23.86;;;;;;;;
15/5/2020;23.9282;;;;;;;;
18/5/2020;23.746;;;;;;;;
19/5/2020;23.681;;;;;;;;
20/5/2020;23.191;;;;;;;;
21/5/2020;22.8644;;;;;;;;
22/5/2020;22.725;;;;;;;;
25/5/2020;22.5342;;;;;;;;
26/5/2020;22.186;;;;;;;;
27/5/2020;22.288;;;;;;;;
28/5/2020;22.2179;;;;;;;;
29/5/2020;22.1675;;;;;;;;
1/6/2020;22.024;;;;;;;;
2/6/2020;21.7817;;;;;;;;
3/6/2020;21.7579;;;;;;;;
4/6/2020;21.928;;;;;;;;
5/6/2020;21.5844;;;;;;;;
8/6/2020;21.492;;;;;;;;
9/6/2020;21.9017;;;;;;;;
10/6/2020;21.857;;;;;;;;
11/6/2020;22.7368;;;;;;;;
12/6/2020;22.2189;;;;;;;;
15/6/2020;22.2139;;;;;;;;
16/6/2020;22.3095;;;;;;;;
17/6/2020;22.301;;;;;;;;
18/6/2020;22.7418;;;;;;;;
19/6/2020;22.6328;;;;;;;;
22/6/2020;22.486;;;;;;;;
23/6/2020;22.4082;;;;;;;;
24/6/2020;22.7772;;;;;;;;
25/6/2020;22.6452;;;;;;;;
26/6/2020;23.0485;;;;;;;;
29/6/2020;23.0595;;;;;;;;
30/6/2020;22.9889;;;;;;;;
1/7/2020;22.666;;;;;;;;
2/7/2020;22.465;;;;;;;;
3/7/2020;22.3915;;;;;;;;
6/7/2020;22.3259;;;;;;;;
7/7/2020;22.841;;;;;;;;
8/7/2020;22.655;;;;;;;;
9/7/2020;22.626;;;;;;;;
10/7/2020;22.4435;;;;;;;;
13/7/2020;22.7615;;;;;;;;
14/7/2020;22.443;;;;;;;;
15/7/2020;22.322;;;;;;;;
16/7/2020;22.4119;;;;;;;;
17/7/2020;22.54;;;;;;;;
20/7/2020;22.479;;;;;;;;
21/7/2020;22.3327;;;;;;;;
22/7/2020;22.358;;;;;;;;
23/7/2020;22.489;;;;;;;;
24/7/2020;22.259;;;;;;;;
27/7/2020;21.914;;;;;;;;
28/7/2020;21.925;;;;;;;;
29/7/2020;21.961;;;;;;;;
30/7/2020;22.004;;;;;;;;
31/7/2020;22.2714;;;;;;;;
3/8/2020;22.6246;;;;;;;;
4/8/2020;22.647;;;;;;;;
5/8/2020;22.3576;;;;;;;;
6/8/2020;22.368;;;;;;;;
7/8/2020;22.3576;;;;;;;;
10/8/2020;22.447;;;;;;;;
11/8/2020;22.386;;;;;;;;
12/8/2020;22.342;;;;;;;;
13/8/2020;22.132;;;;;;;;
14/8/2020;21.9742;;;;;;;;
17/8/2020;22.167;;;;;;;;
18/8/2020;22.1496;;;;;;;;
19/8/2020;22.1231;;;;;;;;
20/8/2020;22.074;;;;;;;;
21/8/2020;21.9598;;;;;;;;
24/8/2020;21.979;;;;;;;;
25/8/2020;21.885;;;;;;;;
26/8/2020;21.931;;;;;;;;
27/8/2020;22.1338;;;;;;;;
28/8/2020;21.7523;;;;;;;;
31/8/2020;21.8785;;;;;;;;
1/9/2020;21.79;;;;;;;;
2/9/2020;21.71;;;;;;;;
3/9/2020;21.66;;;;;;;;
4/9/2020;21.566;;;;;;;;
7/9/2020;21.6195;;;;;;;;
8/9/2020;21.76;;;;;;;;
9/9/2020;21.352;;;;;;;;
10/9/2020;21.436;;;;;;;;
11/9/2020;21.2663;;;;;;;;
14/9/2020;21.074;;;;;;;;
15/9/2020;21.143;;;;;;;;
16/9/2020;20.929;;;;;;;;
17/9/2020;20.851;;;;;;;;
18/9/2020;21.1272;;;;;;;;
21/9/2020;21.346;;;;;;;;
22/9/2020;21.723;;;;;;;;
23/9/2020;22.3812;;;;;;;;
24/9/2020;22.147;;;;;;;;
25/9/2020;22.3389;;;;;;;;
28/9/2020;22.395;;;;;;;;
29/9/2020;22.464;;;;;;;;
30/9/2020;22.099;;;;;;;;
1/10/2020;21.823;;;;;;;;
2/10/2020;21.6103;;;;;;;;
5/10/2020;21.383;;;;;;;;
6/10/2020;21.721;;;;;;;;
7/10/2020;21.454;;;;;;;;
8/10/2020;21.372;;;;;;;;
9/10/2020;21.1396;;;;;;;;
12/10/2020;21.226;;;;;;;;
13/10/2020;21.347;;;;;;;;
14/10/2020;21.333;;;;;;;;
15/10/2020;21.2749;;;;;;;;
16/10/2020;21.123;;;;;;;;
19/10/2020;21.188;;;;;;;;
20/10/2020;21.1211;;;;;;;;
21/10/2020;21.098;;;;;;;;
22/10/2020;20.948;;;;;;;;
23/10/2020;20.868;;;;;;;;
26/10/2020;20.915;;;;;;;;
27/10/2020;21.029;;;;;;;;
28/10/2020;21.28;;;;;;;;
29/10/2020;21.387;;;;;;;;
30/10/2020;21.171;;;;;;;;
2/11/2020;21.3743;;;;;;;;
3/11/2020;21.1;;;;;;;;
4/11/2020;20.901;;;;;;;;
5/11/2020;20.67;;;;;;;;
6/11/2020;20.544;;;;;;;;
9/11/2020;20.328;;;;;;;;
10/11/2020;20.313;;;;;;;;
11/11/2020;20.464;;;;;;;;
12/11/2020;20.633;;;;;;;;
13/11/2020;20.3917;;;;;;;;
16/11/2020;20.246;;;;;;;;
17/11/2020;20.307;;;;;;;;
18/11/2020;20.362;;;;;;;;
19/11/2020;20.179;;;;;;;;
20/11/2020;20.0975;;;;;;;;
23/11/2020;20.162;;;;;;;;
24/11/2020;19.998;;;;;;;;
25/11/2020;19.939;;;;;;;;
26/11/2020;20.027;;;;;;;;
27/11/2020;20.0265;;;;;;;;
30/11/2020;20.166;;;;;;;;
1/12/2020;20.019;;;;;;;;
2/12/2020;19.96;;;;;;;;
3/12/2020;19.879;;;;;;;;
4/12/2020;19.7682;;;;;;;;
7/12/2020;19.857;;;;;;;;
8/12/2020;19.765;;;;;;;;
9/12/2020;19.856;;;;;;;;
10/12/2020;19.995;;;;;;;;
11/12/2020;20.1351;;;;;;;;
14/12/2020;20.2412;;;;;;;;
15/12/2020;19.888;;;;;;;;
16/12/2020;19.824;;;;;;;;
17/12/2020;19.794;;;;;;;;
18/12/2020;19.9355;;;;;;;;
21/12/2020;19.941;;;;;;;;
22/12/2020;20.1311;;;;;;;;
23/12/2020;20.0491;;;;;;;;
24/12/2020;19.857;;;;;;;;
25/12/2020;19.8561;;;;;;;;
28/12/2020;20.001;;;;;;;;
29/12/2020;19.89;;;;;;;;
30/12/2020;19.89;;;;;;;;
31/12/2020;19.871;;;;;;;;
1/1/2021;19.875;;;;;;;;
4/1/2021;19.953;;;;;;;;
5/1/2021;19.878;;;;;;;;
6/1/2021;19.635;;;;;;;;
7/1/2021;19.9994;;;;;;;;
8/1/2021;20.0069;;;;;;;;
11/1/2021;20.0585;;;;;;;;
12/1/2021;19.773;;;;;;;;
13/1/2021;19.8392;;;;;;;;
14/1/2021;19.7061;;;;;;;;
15/1/2021;19.772;;;;;;;;
18/1/2021;19.6708;;;;;;;;
19/1/2021;19.65;;;;;;;;
20/1/2021;19.588;;;;;;;;
21/1/2021;19.714;;;;;;;;
22/1/2021;19.963;;;;;;;;
25/1/2021;20.1037;;;;;;;;
26/1/2021;19.963;;;;;;;;
27/1/2021;20.28;;;;;;;;
28/1/2021;20.2316;;;;;;;;
29/1/2021;20.5855;;;;;;;;
1/2/2021;20.365;;;;;;;;
2/2/2021;20.115;;;;;;;;
3/2/2021;20.185;;;;;;;;
4/2/2021;20.371;;;;;;;;
5/2/2021;20.077;;;;;;;;
8/2/2021;20.101;;;;;;;;
9/2/2021;20.075;;;;;;;;
10/2/2021;20.021;;;;;;;;
11/2/2021;19.943;;;;;;;;
12/2/2021;19.93;;;;;;;;
15/2/2021;19.95;;;;;;;;
16/2/2021;20.133;;;;;;;;
17/2/2021;20.207;;;;;;;;
18/2/2021;20.289;;;;;;;;
19/2/2021;20.425;;;;;;;;
22/2/2021;20.714;;;;;;;;
23/2/2021;20.5;;;;;;;;
24/2/2021;20.359;;;;;;;;
25/2/2021;20.836;;;;;;;;
26/2/2021;20.848;;;;;;;;
1/3/2021;20.64;;;;;;;;
2/3/2021;20.596;;;;;;;;
3/3/2021;20.935;;;;;;;;
4/3/2021;21.118;;;;;;;;
5/3/2021;21.301;;;;;;;;
8/3/2021;21.509;;;;;;;;
9/3/2021;21.188;;;;;;;;
10/3/2021;20.872;;;;;;;;
11/3/2021;20.598;;;;;;;;
12/3/2021;20.725;;;;;;;;
15/3/2021;20.631;;;;;;;;
16/3/2021;20.6213;;;;;;;;
17/3/2021;20.388;;;;;;;;
18/3/2021;20.471;;;;;;;;
19/3/2021;20.494;;;;;;;;
22/3/2021;20.555;;;;;;;;
23/3/2021;20.831;;;;;;;;
24/3/2021;20.921;;;;;;;;
25/3/2021;20.675;;;;;;;;
26/3/2021;20.58;;;;;;;;
29/3/2021;20.6081;;;;;;;;
30/3/2021;20.57;;;;;;;;
31/3/2021;20.422;;;;;;;;
1/4/2021;20.275;;;;;;;;
2/4/2021;20.295;;;;;;;;
5/4/2021;20.3;;;;;;;;
6/4/2021;20.1656;;;;;;;;
7/4/2021;20.2054;;;;;;;;
8/4/2021;20.086;;;;;;;;
9/4/2021;20.146;;;;;;;;
12/4/2021;20.128;;;;;;;;
13/4/2021;20.0843;;;;;;;;
14/4/2021;20.061;;;;;;;;
15/4/2021;19.934;;;;;;;;
16/4/2021;19.915;;;;;;;;
19/4/2021;19.813;;;;;;;;
20/4/2021;19.96;;;;;;;;
21/4/2021;19.873;;;;;;;;
22/4/2021;19.914;;;;;;;;
23/4/2021;19.815;;;;;;;;
26/4/2021;19.85;;;;;;;;
27/4/2021;20.04;;;;;;;;
28/4/2021;19.901;;;;;;;;
29/4/2021;20.04;;;;;;;;
30/4/2021;20.226;;;;;;;;
3/5/2021;20.161;;;;;;;;
4/5/2021;20.18;;;;;;;;
5/5/2021;20.244;;;;;;;;
6/5/2021;20.058;;;;;;;;
7/5/2021;19.9;;;;;;;;
10/5/2021;19.922;;;;;;;;
11/5/2021;19.949;;;;;;;;
12/5/2021;20.156;;;;;;;;
13/5/2021;19.925;;;;;;;;
14/5/2021;19.857;;;;;;;;
17/5/2021;19.769;;;;;;;;
18/5/2021;19.832;;;;;;;;
19/5/2021;19.917;;;;;;;;
20/5/2021;19.8611;;;;;;;;
21/5/2021;19.932;;;;;;;;
24/5/2021;19.85;;;;;;;;
25/5/2021;19.914;;;;;;;;
26/5/2021;19.867;;;;;;;;
27/5/2021;19.941;;;;;;;;
28/5/2021;19.905;;;;;;;;
31/5/2021;19.9461;;;;;;;;
1/6/2021;19.964;;;;;;;;
2/6/2021;19.886;;;;;;;;
3/6/2021;20.154;;;;;;;;
4/6/2021;19.958;;;;;;;;
7/6/2021;19.7991;;;;;;;;
8/6/2021;19.694;;;;;;;;
9/6/2021;19.7315;;;;;;;;
10/6/2021;19.679;;;;;;;;
11/6/2021;19.8775;;;;;;;;
14/6/2021;19.948;;;;;;;;
15/6/2021;20.005;;;;;;;;
16/6/2021;20.402;;;;;;;;
17/6/2021;20.413;;;;;;;;
18/6/2021;20.658;;;;;;;;
21/6/2021;20.4749;;;;;;;;
22/6/2021;20.335;;;;;;;;
23/6/2021;20.165;;;;;;;;
24/6/2021;19.8505;;;;;;;;
25/6/2021;19.809;;;;;;;;
28/6/2021;19.8199;;;;;;;;
29/6/2021;19.803;;;;;;;;
30/6/2021;19.931;;;;;;;;
1/7/2021;19.986;;;;;;;;
2/7/2021;19.758;;;;;;;;
5/7/2021;19.8481;;;;;;;;
6/7/2021;20.011;;;;;;;;
7/7/2021;19.923;;;;;;;;
8/7/2021;19.994;;;;;;;;
9/7/2021;19.849;;;;;;;;
12/7/2021;19.8453;;;;;;;;
13/7/2021;20.054;;;;;;;;
14/7/2021;19.8669;;;;;;;;
15/7/2021;19.935;;;;;;;;
16/7/2021;19.875;;;;;;;;
19/7/2021;20.071;;;;;;;;
20/7/2021;20.1389;;;;;;;;
21/7/2021;20.131;;;;;;;;
22/7/2021;20.105;;;;;;;;
23/7/2021;20.042;;;;;;;;
26/7/2021;20.027;;;;;;;;
27/7/2021;19.971;;;;;;;;
28/7/2021;19.906;;;;;;;;
29/7/2021;19.838;;;;;;;;
30/7/2021;19.855;;;;;;;;
2/8/2021;19.896;;;;;;;;
3/8/2021;19.87;;;;;;;;
4/8/2021;19.98;;;;;;;;
5/8/2021;19.914;;;;;;;;
6/8/2021;20.024;;;;;;;;
9/8/2021;20.066;;;;;;;;
10/8/2021;20.082;;;;;;;;
11/8/2021;19.915;;;;;;;;
12/8/2021;19.946;;;;;;;;
13/8/2021;19.859;;;;;;;;
16/8/2021;19.886;;;;;;;;
17/8/2021;19.997;;;;;;;;
18/8/2021;20.0425;;;;;;;;
19/8/2021;20.152;;;;;;;;
20/8/2021;20.347;;;;;;;;
23/8/2021;20.301;;;;;;;;
24/8/2021;20.2;;;;;;;;
25/8/2021;20.215;;;;;;;;
26/8/2021;20.351;;;;;;;;
27/8/2021;20.1922;;;;;;;;
30/8/2021;20.1301;;;;;;;;
31/8/2021;20.063;;;;;;;;
1/9/2021;19.982;;;;;;;;
2/9/2021;19.9557;;;;;;;;
3/9/2021;19.915;;;;;;;;
6/9/2021;19.909;;;;;;;;
7/9/2021;19.922;;;;;;;;
8/9/2021;19.931;;;;;;;;
9/9/2021;19.917;;;;;;;;
10/9/2021;19.881;;;;;;;;
13/9/2021;19.865;;;;;;;;
14/9/2021;19.903;;;;;;;;
15/9/2021;19.854;;;;;;;;
16/9/2021;19.931;;;;;;;;
17/9/2021;20.0141;;;;;;;;
20/9/2021;20.1376;;;;;;;;
21/9/2021;20.128;;;;;;;;
22/9/2021;20.0831;;;;;;;;
23/9/2021;20.0431;;;;;;;;
24/9/2021;20.04;;;;;;;;
27/9/2021;20.093;;;;;;;;
28/9/2021;20.3166;;;;;;;;
29/9/2021;20.485;;;;;;;;
30/9/2021;20.63;;;;;;;;
1/10/2021;20.429;;;;;;;;
4/10/2021;20.479;;;;;;;;
5/10/2021;20.552;;;;;;;;
6/10/2021;20.549;;;;;;;;
7/10/2021;20.643;;;;;;;;
8/10/2021;20.689;;;;;;;;
11/10/2021;20.855;;;;;;;;
12/10/2021;20.7752;;;;;;;;
13/10/2021;20.5475;;;;;;;;
14/10/2021;20.539;;;;;;;;
15/10/2021;20.329;;;;;;;;
18/10/2021;20.4036;;;;;;;;
19/10/2021;20.227;;;;;;;;
20/10/2021;20.1972;;;;;;;;
21/10/2021;20.293;;;;;;;;
22/10/2021;20.165;;;;;;;;
25/10/2021;20.153;;;;;;;;
26/10/2021;20.2;;;;;;;;
27/10/2021;20.301;;;;;;;;
28/10/2021;20.365;;;;;;;;
29/10/2021;20.545;;;;;;;;
1/11/2021;20.831;;;;;;;;
2/11/2021;20.777;;;;;;;;
3/11/2021;20.53;;;;;;;;
4/11/2021;20.5382;;;;;;;;
5/11/2021;20.317;;;;;;;;
8/11/2021;20.32;;;;;;;;
9/11/2021;20.301;;;;;;;;
10/11/2021;20.621;;;;;;;;
11/11/2021;20.6328;;;;;;;;
12/11/2021;20.509;;;;;;;;
15/11/2021;20.603;;;;;;;;
16/11/2021;20.7216;;;;;;;;
17/11/2021;20.64;;;;;;;;
18/11/2021;20.765;;;;;;;;
19/11/2021;20.8415;;;;;;;;
22/11/2021;20.985;;;;;;;;
23/11/2021;21.1758;;;;;;;;
24/11/2021;21.409;;;;;;;;
25/11/2021;21.5575;;;;;;;;
26/11/2021;21.91;;;;;;;;
29/11/2021;21.6686;;;;;;;;
30/11/2021;21.4368;;;;;;;;
1/12/2021;21.5016;;;;;;;;
2/12/2021;21.248;;;;;;;;
3/12/2021;21.273;;;;;;;;
6/12/2021;21.207;;;;;;;;
7/12/2021;21.022;;;;;;;;
8/12/2021;20.921;;;;;;;;
9/12/2021;20.937;;;;;;;;
10/12/2021;20.866;;;;;;;;
13/12/2021;21.01;;;;;;;;
14/12/2021;21.22;;;;;;;;
15/12/2021;21.0071;;;;;;;;
16/12/2021;20.805;;;;;;;;
17/12/2021;20.833;;;;;;;;
20/12/2021;20.774;;;;;;;;
21/12/2021;20.801;;;;;;;;
22/12/2021;20.695;;;;;;;;
23/12/2021;20.625;;;;;;;;
24/12/2021;20.6;;;;;;;;
27/12/2021;20.672;;;;;;;;
28/12/2021;20.642;;;;;;;;
29/12/2021;20.559;;;;;;;;
30/12/2021;20.4586;;;;;;;;
31/12/2021;20.487;;;;;;;;
3/1/2022;20.494;;;;;;;;
4/1/2022;20.501;;;;;;;;
5/1/2022;20.565;;;;;;;;
6/1/2022;20.486;;;;;;;;
7/1/2022;20.36;;;;;;;;
10/1/2022;20.36;;;;;;;;
11/1/2022;20.375;;;;;;;;
12/1/2022;20.334;;;;;;;;
13/1/2022;20.333;;;;;;;;
14/1/2022;20.29;;;;;;;;
17/1/2022;20.281;;;;;;;;
18/1/2022;20.396;;;;;;;;
19/1/2022;20.502;;;;;;;;
20/1/2022;20.529;;;;;;;;
21/1/2022;20.451;;;;;;;;
24/1/2022;20.561;;;;;;;;
25/1/2022;20.6;;;;;;;;
26/1/2022;20.731;;;;;;;;
27/1/2022;20.749;;;;;;;;
28/1/2022;20.789;;;;;;;;
31/1/2022;20.625;;;;;;;;
1/2/2022;20.53;;;;;;;;
2/2/2022;20.563;;;;;;;;
3/2/2022;20.531;;;;;;;;
4/2/2022;20.6785;;;;;;;;
7/2/2022;20.578;;;;;;;;
8/2/2022;20.598;;;;;;;;
9/2/2022;20.462;;;;;;;;
10/2/2022;20.543;;;;;;;;
11/2/2022;20.526;;;;;;;;
14/2/2022;20.405;;;;;;;;
15/2/2022;20.3894;;;;;;;;
16/2/2022;20.2703;;;;;;;;
17/2/2022;20.284;;;;;;;;
18/2/2022;20.28;;;;;;;;
21/2/2022;20.295;;;;;;;;
22/2/2022;20.289;;;;;;;;
23/2/2022;20.226;;;;;;;;
24/2/2022;20.541;;;;;;;;
25/2/2022;20.335;;;;;;;;
28/2/2022;20.461;;;;;;;;
1/3/2022;20.635;;;;;;;;
2/3/2022;20.593;;;;;;;;
3/3/2022;20.6336;;;;;;;;
4/3/2022;20.935;;;;;;;;
7/3/2022;21.3;;;;;;;;
8/3/2022;21.369;;;;;;;;
9/3/2022;20.892;;;;;;;;
10/3/2022;20.925;;;;;;;;
11/3/2022;20.897;;;;;;;;
14/3/2022;20.9;;;;;;;;
15/3/2022;20.82;;;;;;;;
16/3/2022;20.632;;;;;;;;
17/3/2022;20.515;;;;;;;;
18/3/2022;20.34;;;;;;;;
21/3/2022;20.3682;;;;;;;;
22/3/2022;20.27;;;;;;;;
23/3/2022;20.2208;;;;;;;;
24/3/2022;20.075;;;;;;;;
25/3/2022;20.02;;;;;;;;
28/3/2022;20.11;;;;;;;;
29/3/2022;19.964;;;;;;;;
30/3/2022;19.856;;;;;;;;
31/3/2022;19.845;;;;;;;;
1/4/2022;19.835;;;;;;;;
4/4/2022;19.788;;;;;;;;
5/4/2022;19.9813;;;;;;;;
